MLS Number,Property Type,Status,Street Number,Street Name,Unit Number,City/Location,Zip Code,County,List Price,Close Price,Close Date,Area,Subdivision,Master Planned Community,Market Area,School District,School Elementary,School Middle,School High,Sq Ft Total,Price Sq Ft List,Price Sq Ft Sold,Lot Size,Acres,Price Acre List,Price Acre Sales,Year Built,Bedrooms,Baths Full,Baths Half,Baths Total,Room Count,Fireplaces Number,Stories,New Construction,New Construction Desc,Pool Private,No Of Garage Cap,Style,DOM,CDOM,List Office MLSID,List Office Name,List Agent MLSID,List Agent Full Name,Selling Office MLSID,Selling Office Name,Selling Agent MLSID,Selling Agent Full Name,Realist Owner Name,Last Change Timestamp,List Date ,Cap_Rate
70552816,Single-Family,Sold,1243,Bonner St,A,Houston,77007,Harris,$448000.00,$436500.00,08/23/2019 12:00:00 AM,16,Vistas De Sevilla Amend,,Rice Military/Washington Corridor,27 - Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,2317,$193.35,$188.39,1531,,,,2014,3,3,1,3.1,11,,3,FALSE,,FALSE,2,Traditional,12,61,SOLR01,Soluna Realty,unkyukim,Un Kyu Kim,DCTR01,Dreams Come True Realty,christyliu,Christy Liu,,08/23/2019 11:27:35 AM,07/17/2019 12:00:00 AM,7.230967391
31672255,Single-Family,Sold,4530,Eli,,Houston,77007,Harris,$439000.00,$439000.00,08/26/2019 12:00:00 AM,16,Patterson Grove,,Rice Military/Washington Corridor,27 - Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,2348,$186.97,$186.97,1838,0.0422,$10402844.00,$10402844.00,2012,3,3,1,3.1,9,,3,FALSE,,FALSE,2,Traditional,3,3,TAEG01,"Texas Ally Real Estate Group,",EVIE,Evie Taylor,ILEY01,Mission Real Estate Group,MikeJB,Michael Brownstein,,09/01/2019 1:50:55 PM,07/23/2019 12:00:00 AM,8.4817938
70428528,Townhouse/Condo,Sold,311,2nd,,Houston,77007,Harris,$454900.00,$454900.00,08/28/2019 12:00:00 AM,16,Lakin Villas,,Rice Military/Washington Corridor,27 - Houston,CROCKETT ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,2435,$186.82,$186.82,1620,,,,2019,3,3,1,3.1,10,,3,TRUE,To Be Built/Under Construction,FALSE,2,Spanish,2,2,BRTX01,LOFTECH HOMES,jnacol,Jacqueline Nacol,WMRS02,"Weichert,REALTORS-Murray Group",DEBNYC,Debny Greenlee,,08/28/2019 1:11:35 PM,07/26/2019 12:00:00 AM,8.512280769
8081767,Single-Family,Sold,5837,Darling,,Houston,77007,Harris,$467000.00,$457000.00,08/30/2019 12:00:00 AM,9,Cottage Grove,,Cottage Grove,27 - Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),WALTRIP HIGH SCHOOL,2469,$189.15,$185.10,,,,,2019,3,2,1,2.1,7,0,2,TRUE,Never Lived In,FALSE,2,Contemporary/Modern,13,13,CLNA01,Clayton Nash Real Estate,shoaeej,Julie Shoaee,GGPR26,BHGRE Gary Greene,SLester,Shannon Lester,,08/30/2019 11:44:53 AM,07/08/2019 12:00:00 AM,8.0457328
86934341,Single-Family,Sold,4404,Schuler,B,Houston,77007,Harris,$479900.00,$479900.00,09/10/2019 12:00:00 AM,16,Rice Military,,Rice Military/Washington Corridor,27 - Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,2377,$201.89,$201.89,2500,,,,2019,3,2,1,2.1,8,,2,TRUE,Never Lived In,FALSE,2,Contemporary/Modern,13,87,CITQ01,Citiquest Properties,STEVENB,Patrick Burbridge,CITQ01,Citiquest Properties,STEVENB,Patrick Burbridge,,09/12/2019 4:17:30 PM,07/24/2019 12:00:00 AM,5.681919965
11075932,Townhouse/Condo,Sold,4706,Dickson,,Houston,77007,Harris,$465000.00,$490000.00,08/08/2019 12:00:00 AM,16,Dickson Street Twnhms,,Rice Military/Washington Corridor,27 - Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,2394,$194.24,$204.68,1950,,,,2000,3,3,1,3.1,6,0,3,FALSE,,FALSE,2,Contemporary/Modern,11,11,MWCR01,Circa Real Estate,ddao,Diana Dao,CREG01,Champions Real Estate Group,ATHENA,Athena O'Gara,,08/12/2019 1:26:48 PM,06/30/2019 12:00:00 AM,7.064648527
81752929,Single-Family,Sold,5327,Larkin,,Houston,77007,Harris,$539900.00,$534100.00,08/21/2019 12:00:00 AM,9,COTTAGE GROVE,,Cottage Grove,27 - Houston,LOVE ELEMENTARY SCHOOL,HOGG MIDDLE SCHOOL (HOUSTON),WALTRIP HIGH SCHOOL,2490,$216.83,$214.50,2675,0.123,$4389431.00,$4342276.00,2019,3,2,1,2.1,7,0,2,TRUE,Never Lived In,FALSE,2,Traditional,2,55,MYCR01,My Castle Realty,gbisha,Gary Bisha,nonmls,Non-MLS                       ,nonmls, Non-MLS Agent,,08/23/2019 8:16:47 AM,07/16/2019 12:00:00 AM,3.266221603
28374125,Single-Family,Sold,4005,Barnes,,Houston,77007,Harris,$554990.00,$544000.00,08/30/2019 12:00:00 AM,16,Rice Military,,Rice Military/Washington Corridor,27 - Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,2316,$239.63,$234.89,1808,,,,2019,3,3,1,3.1,11,0,4,TRUE,Never Lived In,FALSE,2,Mediterranean,0,134,URBN01,Urban Living,PROFIT,Vinod Ramani,RTOP03,RE/MAX Top Realty,ROSAURA,Rosaura Arango,,08/30/2019 8:35:57 PM,08/14/2019 12:00:00 AM,0.158231131
80075401,Single-Family,Sold,1538,Malone,,Houston,77007,Harris,$556900.00,$556900.00,08/19/2019 12:00:00 AM,16,Rice Military,,Rice Military/Washington Corridor,27 - Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),LAMAR HIGH SCHOOL (HOUSTON),2347,$237.28,$237.28,,,,,2019,3,3,1,3.1,6,1,3,TRUE,To Be Built/Under Construction,FALSE,2,Contemporary/Modern,0,52,CGIE01,Carnegie Homes,RGUPTA,Ram Gupta,CGIE01,Carnegie Homes,rgupta,Ram Gupta,,09/01/2019 4:28:19 PM,07/18/2019 12:00:00 AM,0.451053425
71991789,Single-Family,Sold,511,Memorial Heights,,Houston,77007,Harris,$585000.00,$585000.00,07/30/2019 12:00:00 AM,16,Memorial Heights Villas,,Rice Military/Washington Corridor,27 - Houston,CROCKETT ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,2484,$235.51,$235.51,,,,,2019,3,3,1,3.1,7,,4,TRUE,To Be Built/Under Construction,FALSE,2,Contemporary/Modern,0,0,KWHM01,Keller Williams Realty,staples,Gregory Staples,KWHM01,Keller Williams Realty,Staples,Gregory Staples,,08/01/2019 9:21:33 AM,07/26/2019 12:00:00 AM,0.675895652
79816192,Single-Family,Sold,5608,Venice,,Houston,77007,Harris,$709800.00,$703585.00,09/05/2019 12:00:00 AM,16,Rice Military,,Rice Military/Washington Corridor,27 - Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),LAMAR HIGH SCHOOL (HOUSTON),3120,$227.50,$225.51,,0.1148,$6182927.00,$6128789.00,2018,3,3,2,3.2,8,,4,TRUE,Never Lived In,FALSE,2,Mediterranean,2,48,TRNR01,Martha Turner Sotheby's,BARRV,Vicki Barazandeh,GGPR02,BHGRE Gary Greene,sbland,Steve Bland,,09/06/2019 9:51:00 AM,07/27/2019 12:00:00 AM,1.734161491
16987562,Single-Family,Sold,4918,Gibson,,Houston,77007,Harris,$798800.00,$780000.00,08/01/2019 12:00:00 AM,16,Rice Military,,Rice Military/Washington Corridor,27 - Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),LAMAR HIGH SCHOOL (HOUSTON),3349,$238.52,$232.91,2400,0.0551,$14497278.00,$14156080.00,2016,3,3,1,3.1,12,1,3,FALSE,,FALSE,2,"Contemporary/Modern, French",4,48,TRNR01,Martha Turner Sotheby's,BARRV,Vicki Barazandeh,KWHM01,Keller Williams Realty,smarconi,Sandra Marconi,,08/02/2019 11:02:10 AM,07/13/2019 12:00:00 AM,0.296245237
12107995,Single-Family,Sold,605,Rutland,,Houston,77007,Harris,$859000.00,$851500.00,08/28/2019 12:00:00 AM,9,Rutland Street Add,,Heights/Greater Heights,27 - Houston,LOVE ELEMENTARY SCHOOL,HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,3184,$269.79,$267.43,4400,0.101,$8504951.00,$8430693.00,2013,3,2,1,2.1,14,1,2,FALSE,,TRUE,2,Traditional,15,15,GKPI02,Greenwood King Properties,JBYNUM,Joan Bynum,CBLL01,CB Realty,cboyles,Christopher Boyles,,08/29/2019 11:32:00 AM,06/28/2019 12:00:00 AM,-3.144456345
49308886,Single-Family,Sold,815,Ashland,,Houston,77007,Harris,$925000.00,$925000.00,08/23/2019 12:00:00 AM,9,Houston Heights,,Heights/Greater Heights,27 - Houston,LOVE ELEMENTARY SCHOOL,HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,3105,$297.91,$297.91,4399,0.101,$9158416.00,$9158416.00,2013,3,3,1,3.1,7,1,2,FALSE,,FALSE,2,"Other Style, Traditional",4,4,TRNR01,Martha Turner Sotheby's,SALMONS,Leann Salmons,FRIS01,ULR Properties,apisana,Aurora Pisana,,08/26/2019 8:43:16 AM,07/22/2019 12:00:00 AM,-5.621963807
56904107,Single-Family,Sold,304,Malone,,Houston,77007,Harris,$998000.00,$990000.00,09/04/2019 12:00:00 AM,16,Rice Military,,Rice Military/Washington Corridor,27 - Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),LAMAR HIGH SCHOOL (HOUSTON),3767,$264.93,$262.81,2875,,,,2017,3,3,2,3.2,13,1,3,FALSE,,TRUE,2,"Contemporary/Modern, Other Style",7,47,TRNR01,Martha Turner Sotheby's,laugh,Ann Singleton,KWPT01,Keller Williams Realty,LAI,Lisa Rimmer Iglesias,,09/05/2019 4:14:18 PM,07/18/2019 12:00:00 AM,-2.663558073
51339965,Single-Family,Sold,218,Crestwood,,Houston,77007,Harris,$1630000.00,$1564390.00,09/16/2019 12:00:00 AM,16,Crestwood,,Memorial Park,27 - Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),LAMAR HIGH SCHOOL (HOUSTON),3579,$455.43,$437.10,9900,0.2273,$7171139.00,$6882490.00,2001,4,3,2,3.2,16,1,2,FALSE,,TRUE,2,Traditional,19,19,TRNR01,Martha Turner Sotheby's,WILSOND,Donna Wilson,TRNR01,Martha Turner Sotheby's,sasso,Ronald Espinoza,,09/16/2019 2:48:29 PM,07/12/2019 12:00:00 AM,-13.84341808
67767050,Rental,Withdrawn,810,Knox,,Houston,77007,Harris,$1250.00,,,16,Rice Military Woodcrest,,Rice Military/Washington Corridor,27 - Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),LAMAR HIGH SCHOOL (HOUSTON),958,$1.30,,5600,0.1286,$9720.00,,1925,2,1,0,1,2,,1,FALSE,,FALSE,1,,19,19,NBER01,NB Elite Realty,ATahiliani,Anil Tahiliani,,,,,,09/07/2019 10:29:51 AM,08/19/2019 12:00:00 AM,#N/A
58788753,Rental,Withdrawn,150,Sabine St,133,Houston,77007,Harris,$1517.00,,,16,NA,,Midtown - Houston,27 - Houston,CROCKETT ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,894,$1.70,,,,,,1998,1,1,0,1,2,,,FALSE,,FALSE,1,,6,6,GLDM01,Goldmount Real Estate Group,zainkhan,Zain Khan,,,,,,08/14/2019 1:21:59 AM,08/08/2019 12:00:00 AM,#N/A
92513369,Rental,Withdrawn,1011,Studemont,102,Houston,77007,Harris,$1600.00,,,16,Studemont,,Rice Military/Washington Corridor,27 - Houston,CROCKETT ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,754,$2.12,,17893,,,,2015,1,1,0,1,4,0,1,FALSE,,FALSE,0,Contemporary/Modern,1,1,TSRP01,TexasStar Realty Professionals,karensc,Karen Scott,,,,,,08/29/2019 6:44:02 PM,07/24/2019 12:00:00 AM,#N/A
70912746,Mid/Hi-Rise Condo,Withdrawn,1011,Studemont,108,Houston,77007,Harris,$1650.00,,,16,Studemont,,Rice Military/Washington Corridor,27 - Houston,CROCKETT ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,721,$2.29,,,,,,2015,1,1,0,1,6,,,FALSE,,FALSE,,,0,0,KWSG01,Keller Williams Signature,ROTHCHIL,Joe Rothchild,,,,,,08/07/2019 11:19:44 PM,08/07/2019 12:00:00 AM,#N/A
88595535,Rental,Withdrawn,150,Sabine St,434,Houston,77007,Harris,$1831.00,,,16,NA,,Midtown - Houston,27 - Houston,CROCKETT ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,1028,$1.78,,,,,,1998,1,1,0,1,2,,,FALSE,,FALSE,1,,12,12,GLDM01,Goldmount Real Estate Group,zainkhan,Zain Khan,,,,,,08/20/2019 12:47:32 AM,08/08/2019 12:00:00 AM,#N/A
14017078,Rental,Withdrawn,150,Sabine St,214,Houston,77007,Harris,$1844.00,,,16,NA,,Midtown - Houston,27 - Houston,CROCKETT ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,1028,$1.79,,,,,,1998,1,1,0,1,2,,,FALSE,,FALSE,1,,12,12,GLDM01,Goldmount Real Estate Group,zainkhan,Zain Khan,,,,,,09/03/2019 4:37:41 AM,08/22/2019 12:00:00 AM,#N/A
75310277,Rental,Withdrawn,150,Sabine St,342,Houston,77007,Harris,$2284.00,,,16,NA,,Midtown - Houston,27 - Houston,CROCKETT ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,1328,$1.72,,,,,,1998,2,2,0,2,4,,,FALSE,,FALSE,2,,12,12,GLDM01,Goldmount Real Estate Group,zainkhan,Zain Khan,,,,,,08/20/2019 12:48:09 AM,08/08/2019 12:00:00 AM,#N/A
80979465,Rental,Withdrawn,4416,Center,,Houston,77007,Harris,$2350.00,,,16,Center Street Plaza Sec 02,,Rice Military/Washington Corridor,27 - Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,1806,$1.30,,1975,0.0453,$51876.00,,2004,3,2,1,2.1,6,,2,FALSE,,FALSE,2,,39,39,ESHI01,"Evan S. Howell, Inc.",HOWELLEV,Evan Howell,,,,,,09/11/2019 9:40:05 PM,08/03/2019 12:00:00 AM,#N/A
65036120,Rental,Withdrawn,5513,Kansas sti,A,Houston,77007,Harris,$2400.00,,,9,Pyramid Engineering Properties,,Cottage Grove,27 - Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),WALTRIP HIGH SCHOOL,2392,$1.00,,1575,0.0362,$66298.00,,2004,3,3,1,3.1,3,1,3,FALSE,,FALSE,2,,18,18,CREG01,Champions Real Estate Group,bzaman,Batool Zaman,,,,,,08/14/2019 12:48:37 PM,07/27/2019 12:00:00 AM,#N/A
24577008,Rental,Withdrawn,1706,Johnson,,Houston,77007,Harris,$3200.00,,,9,Johnson Park Twnhms,,Washington East/Sabine,27 - Houston,CROCKETT ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,2777,$1.15,,1467,0.0337,$94955.00,,2010,3,3,1,3.1,7,1,4,FALSE,,FALSE,2,Contemporary/Modern,4,4,TWNP01,The Professional Landlords,cdsmith,Cynthia Smith,,,,,,08/09/2019 6:58:26 AM,08/05/2019 12:00:00 AM,#N/A
63573344,Rental,Withdrawn,4516,Dickson,,Houston,77007,Harris,$3500.00,,,16,Brunner R/S,,Rice Military/Washington Corridor,27 - Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,2373,$1.47,,4175,0.0958,$36534.00,,1980,3,2,1,2.1,5,1,2,FALSE,,FALSE,2,Contemporary/Modern,31,31,ERGR01,Eagle Realty Services,eagleone,Cheryl Jones,,,,,,09/12/2019 3:02:10 PM,08/12/2019 12:00:00 AM,#N/A
37073236,Rental,Withdrawn,415,Reinerman,B,Houston,77007,Harris,$3750.00,,,16,RICE MILITARY,,Rice Military/Washington Corridor,27 - Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),LAMAR HIGH SCHOOL (HOUSTON),3070,$1.22,,3236,0.0743,$50471.00,,2012,3,3,1,3.1,7,1,3,FALSE,,FALSE,2,Mediterranean,6,6,PNRH01,Penrich Properties            ,RICHEYP,Penny Richey,,,,,,08/13/2019 10:35:46 AM,08/07/2019 12:00:00 AM,#N/A
17886841,Rental,Withdrawn,821,Reinicke,,Houston,77007,Harris,$5000.00,,,16,Detering H E,,Rice Military/Washington Corridor,27 - Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),LAMAR HIGH SCHOOL (HOUSTON),4093,$1.22,,5000,0.1148,$43554.00,,2003,4,4,1,4.1,10,1,2,FALSE,,TRUE,2,Traditional,2,2,KWCL01,Keller Williams Realty,far,Francis Rowsey,,,,,,07/29/2019 1:50:56 PM,07/27/2019 12:00:00 AM,#N/A
58460489,Single-Family,Withdrawn,1707,Crockett,B,Houston,77007,Harris,$329000.00,,,9,Trails on Crockett,,Washington East/Sabine,27 - Houston,CROCKETT ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,1464,$224.73,,1523,0.035,$9400000.00,,2014,2,2,1,2.1,7,0,2,FALSE,,FALSE,2,Traditional,29,29,GGPR04,BHGRE Gary Greene,KATHRYNA,Kathryn Anderson,,,,,,08/16/2019 11:05:57 AM,07/18/2019 12:00:00 AM,2.118262984
29600792,Single-Family,Withdrawn,5206,Petty,B,Houston,77007,Harris,$359900.00,,,9,Sage Rep #1,,Cottage Grove,27 - Houston,LOVE ELEMENTARY SCHOOL,HOGG MIDDLE SCHOOL (HOUSTON),WALTRIP HIGH SCHOOL,2062,$174.54,,1776,0.0408,$8821078.00,,2006,3,3,1,3.1,3,1,3,FALSE,,FALSE,2,"Mediterranean, Split Level, Traditional",34,34,EXPD01,eXp Realty,USMC,George Huntoon,,,,,,08/17/2019 1:55:00 PM,07/14/2019 12:00:00 AM,11.17860855
37686216,Townhouse/Condo,Withdrawn,5102,Scotland,,Houston,77007,Harris,$389000.00,,,16,Rice Military Memorial Park,,Rice Military/Washington Corridor,27 - Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),LAMAR HIGH SCHOOL (HOUSTON),2486,$156.48,,1948,,,,1975,4,3,1,3.1,4,1,3,FALSE,,FALSE,0,Contemporary/Modern,13,13,HABR01,Habitation Realty,mastra,Chris Mastrangelo,,,,,,08/24/2019 1:05:36 PM,08/02/2019 12:00:00 AM,15.86184241
8807182,Single-Family,Withdrawn,114,Heights,C,Houston,77007,Harris,$399000.00,,,16,Villas/Hts,,Rice Military/Washington Corridor,27 - Houston,CROCKETT ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,2279,$175.08,,1904,0.0437,$9130435.00,,2007,3,3,1,3.1,7,,4,FALSE,,FALSE,2,Traditional,45,45,ULUX01,Urban Luxury Properties,KMAC,Kim McCormick,,,,,,09/07/2019 7:02:43 PM,07/11/2019 12:00:00 AM,11.05405427
41666936,Single-Family,Withdrawn,1712,Dart,,Houston,77007,Harris,$405000.00,,,9,Merfish Sabine Dart,,Washington East/Sabine,27 - Houston,CROCKETT ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,2335,$173.45,,1487,0.0341,$11876833.00,,2008,3,3,1,3.1,6,1,4,FALSE,,FALSE,2,Contemporary/Modern,5,5,COLD11,"Coldwell Banker United,",MARYJANE,Mary Jane Bradshaw,,,,,,08/19/2019 7:01:33 PM,08/05/2019 12:00:00 AM,11.43397101
27994524,Single-Family,Withdrawn,5210,Lillian,,Houston,77007,Harris,$449000.00,,,16,Courtyards/Lillian,,Rice Military/Washington Corridor,27 - Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),LAMAR HIGH SCHOOL (HOUSTON),2344,$191.55,,2374,0.0545,$8238532.00,,2004,3,3,1,3.1,11,1,3,FALSE,,FALSE,2,"Contemporary/Modern, Traditional",7,47,HREG01,Hunter Real Estate Group      ,jpater,Jamie Burpee,,,,,,09/11/2019 1:05:40 PM,09/04/2019 12:00:00 AM,7.575212162
14112225,Townhouse/Condo,Withdrawn,6513,Taggart,A,Houston,77007,Harris,$585000.00,,,16,Taggart Street Twnhms 01,,Memorial Park,27 - Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),LAMAR HIGH SCHOOL (HOUSTON),2503,$233.72,,1729,,,,2004,3,3,1,3.1,6,1,3,FALSE,,FALSE,2,Other Style,40,40,JTRN01,5th Stream Realty,"zolensky, sandra",Sandra Zolensky,,,,,,09/04/2019 10:24:48 PM,07/26/2019 12:00:00 AM,0.905878261
55639416,Townhouse/Condo,Withdrawn,5801,Logan,,Houston,77007,Harris,$619000.00,,,16,Villas/Bayou Bend,,Rice Military/Washington Corridor,27 - Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),LAMAR HIGH SCHOOL (HOUSTON),2452,$252.45,,1867,,,,2000,3,3,1,3.1,8,1,3,FALSE,,FALSE,2,Contemporary/Modern,11,11,RELM06,REALM Real Estate Professional,OSCARF,Oscar Flores,,,,,,07/30/2019 7:21:31 PM,07/19/2019 12:00:00 AM,-1.341678163
72495683,Single-Family,Withdrawn,407,Reinicke,,Houston,77007,Harris,$649000.00,,,16,Rice Military,,Rice Military/Washington Corridor,27 - Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),LAMAR HIGH SCHOOL (HOUSTON),3364,$192.93,,2500,0.0574,$11306620.00,,2004,3,3,1,3.1,11,1,3,FALSE,,FALSE,2,Traditional,22,22,TRNR01,Martha Turner Sotheby's,LORIR,Lori Riberi,,,,,,08/02/2019 10:24:11 AM,07/11/2019 12:00:00 AM,7.312286193
39975702,Townhouse/Condo,Withdrawn,305,Birdsall,,Houston,77007,Harris,$760000.00,,,16,Rice Military Add,,Rice Military/Washington Corridor,27 - Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),LAMAR HIGH SCHOOL (HOUSTON),3406,$223.14,,2500,,,,2010,4,3,1,3.1,7,1,3,FALSE,,FALSE,2,"Mediterranean, Traditional",20,20,KWPT01,Keller Williams Realty,PIPERIM,Melonee Piperi,,,,,,08/02/2019 10:37:02 AM,07/13/2019 12:00:00 AM,2.34295103
85082549,Rental,Expired,4223 1/2,Marina,,Houston,77007,Harris,$895.00,,,16,Spencer,,Rice Military/Washington Corridor,27 - Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,450,$1.99,,3700,0.0849,$10542.00,,1930,1,1,0,1,2,,2,FALSE,,FALSE,0,,40,40,CREG01,Champions Real Estate Group,XIULING,Shirley Ling Lu,,,,,,09/08/2019 12:10:57 AM,07/29/2019 12:00:00 AM,#N/A
10156297,Rental,Expired,1012,Edwards,,Houston,77007,Harris,$2400.00,,,9,Baker Nsbb,,Washington East/Sabine,27 - Houston,CROCKETT ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,1888,$1.27,,5500,0.1263,$19002.00,,2004,3,2,1,2.1,6,,1.5,FALSE,,FALSE,0,Traditional,23,38,BLAN02,Blanton Rice Properties,TRICE,Teresa Rice,,,,,,09/16/2019 12:10:17 AM,08/22/2019 12:00:00 AM,#N/A
86157359,Single-Family,Expired,5619B,Kansas,,Houston,77007,Harris,$350000.00,,,9,Trails on Kansas Street Amend Plat No1,,Cottage Grove,27 - Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),WALTRIP HIGH SCHOOL,1766,$198.19,,1737,,,,2019,3,2,0,2,3,,2,TRUE,Never Lived In,FALSE,2,Contemporary/Modern,31,31,LTRG01,Lifetime Realty,hashmani,Rafiq Hashmani,,,,,,09/16/2019 12:10:17 AM,08/15/2019 12:00:00 AM,6.337617888
46206122,Single-Family,Expired,4402,Schuler,B,Houston,77007,Harris,$474900.00,,,16,Rice Military,,Rice Military/Washington Corridor,27 - Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,2377,$199.79,,2500,,,,2019,3,2,1,2.1,8,,2,TRUE,Never Lived In,FALSE,2,Contemporary/Modern,10,17,CITQ01,Citiquest Properties,STEVENB,Patrick Burbridge,,,,,,08/04/2019 12:10:39 AM,07/24/2019 12:00:00 AM,6.051189541
26453097,Rental,Terminated,5201,Memorial,637,Houston,77007,Harris,$1395.00,,,16,Bayou On Bend,,Rice Military/Washington Corridor,27 - Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),LAMAR HIGH SCHOOL (HOUSTON),922,$1.51,,,3.5836,$389.00,,2006,1,1,0,1,1,,6,FALSE,,FALSE,0,Contemporary/Modern,15,15,NANP01,Nan & Company Properties,stephliu,Stephanie Liu,,,,,,07/31/2019 12:43:50 PM,07/16/2019 12:00:00 AM,#N/A
30502625,Rental,Terminated,920,Westcott,661,Houston,77007,Harris,$1400.00,,,16,Memorial Park Village,,Rice Military/Washington Corridor,27 - Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),LAMAR HIGH SCHOOL (HOUSTON),597,$2.35,,,,,,2016,1,1,0,1,1,,5,FALSE,,FALSE,0,Traditional,16,16,NANP01,Nan & Company Properties,ERICACAP,Erica Capistran,,,,,,09/05/2019 2:18:51 PM,08/20/2019 12:00:00 AM,#N/A
